Kids_First_Participant_ID	sample_id	cohort	Kids_First_Biospecimen_ID_DNA	Kids_First_Biospecimen_ID_RNA	Kids_First_Biospecimen_ID_Methyl	molecular_subtype	molecular_subtype_methyl	match_id
PPTC_P0062	COG-N-415x	PPTC	NA	PPTC_ATC9QVCW	NA	NBL, MYCN amplified	NA	PPTC_P0062_COG-N-415x_Patient Derived Xenograft_Progressive
PPTC_P0063	COG-N-421x	PPTC	NA	PPTC_LOUMEHPY	NA	NBL, MYCN amplified	NA	PPTC_P0063_COG-N-421x_Patient Derived Xenograft_Relapse
PPTC_P0064	COG-N-424x	PPTC	NA	PPTC_WESCL9QP	NA	NBL, MYCN amplified	NA	PPTC_P0064_COG-N-424x_Patient Derived Xenograft_Primary Tumor
PPTC_P0065	Felix-COG-N-426	Maris	NA	MARIS_GSB8EQG2	NA	NBL, MYCN non-amplified	NA	PPTC_P0065_Felix-COG-N-426_Derived Cell Line_Relapse_NA_NA
PPTC_P0065	COG-N-426x-Felix-PDX	PPTC	NA	PPTC_AZ37GWMQ	NA	NBL, MYCN non-amplified	NA	PPTC_P0065_COG-N-426x-Felix-PDX_Patient Derived Xenograft_Relapse
PPTC_P0066	COG-N-440	Maris	NA	MARIS_Y912NFAI	NA	NBL, MYCN amplified	NA	PPTC_P0066_COG-N-440_Derived Cell Line_Relapse_NA_NA
PPTC_P0066	COG-N-440x	PPTC	NA	PPTC_Z83IPQ2P	NA	NBL, MYCN amplified	NA	PPTC_P0066_COG-N-440x_Patient Derived Xenograft_Relapse
PPTC_P0067	COG-N-453	Maris	NA	MARIS_U6GGLN7Q	NA	NBL, MYCN amplified	NA	PPTC_P0067_COG-N-453_Derived Cell Line_Relapse_NA_NA
PPTC_P0067	COG-N-453x	PPTC	NA	PPTC_HSR1JTCY	NA	NBL, MYCN amplified	NA	PPTC_P0067_COG-N-453x_Patient Derived Xenograft_Relapse
PPTC_P0067	COG-N-452x	PPTC	NA	PPTC_OKKFERDA	NA	NBL, MYCN amplified	NA	PPTC_P0067_COG-N-452x_Patient Derived Xenograft_Relapse
PPTC_P0068	COG-N-471nb	Maris	NA	MARIS_LIHSF6XQ	NA	NBL, MYCN amplified	NA	PPTC_P0068_COG-N-471nb_Derived Cell Line_Relapse_NA_NA
PPTC_P0068	COG-N-471x	PPTC	NA	PPTC_NEVTLBQX	NA	NBL, MYCN amplified	NA	PPTC_P0068_COG-N-471x_Patient Derived Xenograft_Relapse
PPTC_P0069	COG-N-480x	PPTC	NA	PPTC_AMXOJX4R	NA	NBL, MYCN amplified	NA	PPTC_P0069_COG-N-480x_Patient Derived Xenograft_Primary Tumor
PPTC_P0070	COG-N-496	Maris	NA	MARIS_U1TN5LPF	NA	NBL, MYCN amplified	NA	PPTC_P0070_COG-N-496_Derived Cell Line_Primary Tumor_NA_NA
PPTC_P0070	COG-N-496x	PPTC	NA	PPTC_PROQBSZV	NA	NBL, MYCN amplified	NA	PPTC_P0070_COG-N-496x_Patient Derived Xenograft_Primary Tumor
PPTC_P0071	COG-N-519	Maris	NA	MARIS_GCZQZERV	NA	NBL, MYCN amplified	NA	PPTC_P0071_COG-N-519_Derived Cell Line_Relapse_NA_NA
PPTC_P0071	COG-N-519x	PPTC	NA	PPTC_UKKD06QF	NA	NBL, MYCN amplified	NA	PPTC_P0071_COG-N-519x_Patient Derived Xenograft_Relapse
PPTC_P0072	COG-N-549	Maris	NA	MARIS_CHISQWZY	NA	NBL, MYCN non-amplified	NA	PPTC_P0072_COG-N-549_Derived Cell Line_Progressive_NA_NA
PPTC_P0072	COG-N-549x	PPTC	NA	PPTC_LQ6Y7A1M	NA	NBL, MYCN non-amplified	NA	PPTC_P0072_COG-N-549x_Patient Derived Xenograft_Progressive
PPTC_P0073	COG-N-557nb	Maris	NA	MARIS_ABSRSWVF	NA	NBL, MYCN amplified	NA	PPTC_P0073_COG-N-557nb_Derived Cell Line_Primary Tumor_NA_NA
PPTC_P0073	COG-N-557x	PPTC	NA	PPTC_54DHIOQ8	NA	NBL, MYCN amplified	NA	PPTC_P0073_COG-N-557x_Patient Derived Xenograft_Primary Tumor
PPTC_P0074	COG-N-560x	PPTC	NA	PPTC_8IVKZKFF	NA	NBL, MYCN amplified	NA	PPTC_P0074_COG-N-560x_Patient Derived Xenograft_Primary Tumor
PPTC_P0075	COG-N-561	Maris	NA	MARIS_ZJXYU1BK	NA	NBL, MYCN amplified	NA	PPTC_P0075_COG-N-561_Derived Cell Line_Relapse_NA_NA
PPTC_P0075	COG-N-561x	PPTC	NA	PPTC_SL7X6FA8	NA	NBL, MYCN amplified	NA	PPTC_P0075_COG-N-561x_Patient Derived Xenograft_Relapse
PPTC_P0076	COG-N-564x	PPTC	NA	PPTC_PA8ZOTZO	NA	NBL, MYCN amplified	NA	PPTC_P0076_COG-N-564x_Patient Derived Xenograft_Relapse
PPTC_P0077	COG-N-589x	PPTC	NA	PPTC_QNLYDL7E	NA	NBL, MYCN non-amplified	NA	PPTC_P0077_COG-N-589x_Patient Derived Xenograft_Primary Tumor
PPTC_P0078	COG-N-590x	PPTC	NA	PPTC_TPFVVATE	NA	NBL, MYCN amplified	NA	PPTC_P0078_COG-N-590x_Patient Derived Xenograft_Primary Tumor
PPTC_P0079	COG-N-623x	PPTC	NA	PPTC_9LVWBU8B	NA	NBL, MYCN amplified	NA	PPTC_P0079_COG-N-623x_Patient Derived Xenograft_Progressive
PPTC_P0079	COG-N-603x	PPTC	NA	PPTC_ZVWIYKN9	NA	NBL, MYCN amplified	NA	PPTC_P0079_COG-N-603x_Patient Derived Xenograft_Primary Tumor
PPTC_P0080	COG-N-619x	PPTC	NA	PPTC_XI4JM8IG	NA	NBL, MYCN non-amplified	NA	PPTC_P0080_COG-N-619x_Patient Derived Xenograft_Progressive
PPTC_P0081	COG-N-620x	PPTC	NA	PPTC_OPN43SQN	NA	NBL, MYCN non-amplified	NA	PPTC_P0081_COG-N-620x_Patient Derived Xenograft_Progressive
PPTC_P0082	COG-N-624x	PPTC	NA	PPTC_HDGGBVIL	NA	NBL, MYCN non-amplified	NA	PPTC_P0082_COG-N-624x_Patient Derived Xenograft_Progressive
PPTC_P0083	COG-N-625x	PPTC	NA	PPTC_AVD76PB4	NA	NBL, MYCN non-amplified	NA	PPTC_P0083_COG-N-625x_Patient Derived Xenograft_Progressive
PPTC_P0165	NB-1382	PPTC	NA	PPTC_IW87M9YQ	NA	NBL, MYCN amplified	NA	PPTC_P0165_NB-1382_Patient Derived Xenograft_Progressive
PPTC_P0166	NB-1643	Maris	NA	MARIS_FHJWCMO7	NA	NBL, MYCN amplified	NA	PPTC_P0166_NB-1643_Derived Cell Line_Primary Tumor_NA_NA
PPTC_P0166	NB-1643	PPTC	NA	PPTC_5YRNDC30	NA	NBL, MYCN amplified	NA	PPTC_P0166_NB-1643_Patient Derived Xenograft_Primary Tumor
PPTC_P0167	NB-1691	Maris	NA	MARIS_UCRJOLAA	NA	NBL, MYCN amplified	NA	PPTC_P0167_NB-1691_Derived Cell Line_Progressive_NA_NA
PPTC_P0167	NB-1691	PPTC	NA	PPTC_ZFRSXHVQ	NA	NBL, MYCN amplified	NA	PPTC_P0167_NB-1691_Patient Derived Xenograft_Progressive
PPTC_P0168	NB-1771	PPTC	NA	PPTC_AWZ9HDXM	NA	NBL, MYCN amplified	NA	PPTC_P0168_NB-1771_Patient Derived Xenograft_Primary Tumor
PPTC_P0169	NB-EBc1	Maris	NA	MARIS_JGAXN9EJ	NA	NBL, MYCN non-amplified	NA	PPTC_P0169_NB-EBc1_Derived Cell Line_Progressive_NA_NA
PPTC_P0169	NB-EBc1	PPTC	NA	PPTC_0OCOQKP9	NA	NBL, MYCN non-amplified	NA	PPTC_P0169_NB-EBc1_Patient Derived Xenograft_Progressive
PPTC_P0170	NB-Fly-623m	PPTC	NA	PPTC_WB6OSRXV	NA	NBL, MYCN non-amplified	NA	PPTC_P0170_NB-Fly-623m_Patient Derived Xenograft_Relapse
PPTC_P0171	NB-SD	Maris	NA	MARIS_9JXQHHNY	NA	NBL, MYCN amplified	NA	PPTC_P0171_NB-SD_Derived Cell Line_Progressive_NA_NA
PPTC_P0171	NB-SD	PPTC	NA	PPTC_KB5T2UVM	NA	NBL, MYCN amplified	NA	PPTC_P0171_NB-SD_Patient Derived Xenograft_Progressive
PPTC_P0181	NCH-NB-1	PPTC	NA	PPTC_WS87CENR	NA	NBL, MYCN non-amplified	NA	PPTC_P0181_NCH-NB-1_Patient Derived Xenograft_Primary Tumor
PT_0Q496N0Q	ET_DVMP5JR3	DGD	NA	BS_JHEHJN1M	NA	NBL, To be classified	NA	PT_0Q496N0Q_ET_DVMP5JR3_Not Available_Primary Tumor
PT_203SE2J7	ET_9KHW93V8	DGD	BS_AK1A6MWG	NA	NA	NBL, To be classified	NA	PT_203SE2J7_ET_9KHW93V8_Not Available_Progressive
PT_203SE2J7	ET_2SFY7T52	DGD	NA	BS_PTTZ15MN	NA	NBL, To be classified	NA	PT_203SE2J7_ET_2SFY7T52_Not Available_Primary Tumor
PT_203SE2J7	ET_F2D4F1MQ	DGD	NA	BS_WE9Z7PE2	NA	NBL, To be classified	NA	PT_203SE2J7_ET_F2D4F1MQ_Not Available_Progressive
PT_23G70TEN	ET_6JDFDV10	DGD	NA	BS_YP080MN8	NA	NBL, To be classified	NA	PT_23G70TEN_ET_6JDFDV10_Not Available_Primary Tumor
PT_40VEXGGS	ET_3KTJ1ST0	DGD	NA	BS_G0C2BKGC	NA	NBL, To be classified	NA	PT_40VEXGGS_ET_3KTJ1ST0_Not Available_Primary Tumor
PT_5SX0GRW1	7316-1927	PBTA	BS_KP0YNTAK	BS_1RT76ANT	BS_Z9WJ6WW1	NBL, MYCN non-amplified	NA	PT_5SX0GRW1_7316-1927_Solid Tissue_Deceased
PT_5ZPPR06P	7316-4214	PBTA	BS_76YE7XNX	NA	BS_Z2QKNA0W	NBL, To be classified	NA	PT_5ZPPR06P_7316-4214_Solid Tissue_Initial CNS Tumor
PT_5ZPPR06P	7316-6301	PBTA	BS_EBW10QNH	NA	NA	NBL, To be classified	NA	PT_5ZPPR06P_7316-6301_Solid Tissue_Progressive
PT_5ZPPR06P	ET_1QEB44PQ	DGD	NA	BS_B9XBBA8D	NA	NBL, To be classified	NA	PT_5ZPPR06P_ET_1QEB44PQ_Not Available_Progressive
PT_5ZPPR06P	7316-4214	DGD	NA	BS_V1Q5A9B1	NA	NBL, To be classified	NA	PT_5ZPPR06P_7316-4214_Not Available_Initial CNS Tumor
PT_75K756RD	ET_DCF188S7	DGD	NA	BS_0C4V1TW4	NA	NBL, To be classified	NA	PT_75K756RD_ET_DCF188S7_Not Available_Primary Tumor
PT_75K756RD	ET_B2BM718W	DGD	NA	BS_8EKCJ7EF	NA	NBL, To be classified	NA	PT_75K756RD_ET_B2BM718W_Not Available_Recurrence
PT_8KF6YSTW	ET_5K8PDRFC	DGD	NA	BS_ZZA88AMB	NA	NBL, To be classified	NA	PT_8KF6YSTW_ET_5K8PDRFC_Not Available_Primary Tumor
PT_936J0BZ5	ET_9ZA5FKKS	DGD	NA	BS_HEDCVFKC	NA	NBL, To be classified	NA	PT_936J0BZ5_ET_9ZA5FKKS_Not Available_Progressive
PT_9F58PWB3	7316-3960	PBTA	BS_YC4RWPH3	BS_ZJGXGR1V	BS_1D9VXFXY	NBL, MYCN amplified	NA	PT_9F58PWB3_7316-3960_Solid Tissue_Progressive
PT_BCBMG74N	ET_EJ3H8NNB	DGD	BS_RECF1S4Q	BS_H9YYADDT	NA	NBL, To be classified	NA	PT_BCBMG74N_ET_EJ3H8NNB_Not Available_Primary Tumor
PT_CQ3AXEKK	ET_2AZE66GF	DGD	NA	BS_0Q47HY02	NA	NBL, To be classified	NA	PT_CQ3AXEKK_ET_2AZE66GF_Not Available_Progressive
PT_CQ9MX63F	ET_2ZJ7FWEY	DGD	BS_VV8Q40Y7	BS_0X4NPYD3	NA	NBL, To be classified	NA	PT_CQ9MX63F_ET_2ZJ7FWEY_Solid Tissue_Recurrence
PT_CQN8M3RF	ET_44GZCX5A	DGD	NA	BS_EY0C9N6Z	NA	NBL, To be classified	NA	PT_CQN8M3RF_ET_44GZCX5A_Not Available_Primary Tumor
PT_D19XT3GV	ET_6JGS3HVH	DGD	NA	BS_RWZRY9CF	NA	NBL, To be classified	NA	PT_D19XT3GV_ET_6JGS3HVH_Not Available_Primary Tumor
PT_D37GET2Y	ET_7GVE363R	DGD	NA	BS_2VFDK3VF	NA	NBL, To be classified	NA	PT_D37GET2Y_ET_7GVE363R_Not Available_Progressive
PT_D37GET2Y	ET_7ENC4CDH	DGD	NA	BS_CDVX7X1N	NA	NBL, To be classified	NA	PT_D37GET2Y_ET_7ENC4CDH_Not Available_Primary Tumor
PT_DF18YV38	ET_1CFP6054	DGD	NA	BS_TSNBH5A6	NA	NBL, To be classified	NA	PT_DF18YV38_ET_1CFP6054_Not Available_Primary Tumor
PT_DFCZAG9T	7316-224	PBTA	BS_4NPEMNAD	BS_DY88N5ZT	BS_H1DTKG7W	NBL, MYCN non-amplified	NA	PT_DFCZAG9T_7316-224_Solid Tissue_Initial CNS Tumor
PT_DHZ5KCNN	7316-7737	PBTA	BS_SR0TJ11R	NA	BS_SNDPSMTW	NBL, To be classified	NA	PT_DHZ5KCNN_7316-7737_Solid Tissue_Recurrence
PT_EB0D3BXG	7316-3311	PBTA	BS_F0GNWEJJ	BS_VNWKNRY4	BS_W808K35Z	NBL, MYCN non-amplified	NA	PT_EB0D3BXG_7316-3311_Solid Tissue_Progressive
PT_EQCQNN1B	7316-9256	PBTA	BS_79QMX6KP	NA	BS_C8MH6YDY	NBL, To be classified	NA	PT_EQCQNN1B_7316-9256_Solid Tissue_Progressive
PT_ETJK03VA	ET_A2JE8M6H	DGD	NA	BS_FR7HPS1H	NA	NBL, To be classified	NA	PT_ETJK03VA_ET_A2JE8M6H_Not Available_Primary Tumor
PT_FXHEP8CH	ET_98V244ZC	DGD	NA	BS_NNS5GZ7J	NA	NBL, To be classified	NA	PT_FXHEP8CH_ET_98V244ZC_Not Available_Primary Tumor
PT_FZHGKJ0H	7316-4034	PBTA	BS_5J5VH3X0	BS_2SHWPB5P	BS_060608PC	NBL, MYCN non-amplified	NA	PT_FZHGKJ0H_7316-4034_Solid Tissue_Initial CNS Tumor
PT_FZHGKJ0H	7316-4033	PBTA	BS_NHMPQ8Q1	BS_JBGZ7HHZ	BS_0H08N9RR	NBL, MYCN non-amplified	NA	PT_FZHGKJ0H_7316-4033_Solid Tissue_Initial CNS Tumor
PT_FZHGKJ0H	7316-4258	PBTA	BS_RA4GZM25	NA	NA	NBL, To be classified	NA	PT_FZHGKJ0H_7316-4258_Solid Tissue_Progressive
PT_GRZE094W	ET_EWVBBFT6	DGD	BS_3J9DF2XX	NA	NA	NBL, To be classified	NA	PT_GRZE094W_ET_EWVBBFT6_Not Available_Unknown
PT_GRZE094W	ET_AFWA6XC1	DGD	NA	BS_29E2B8BX	NA	NBL, To be classified	NA	PT_GRZE094W_ET_AFWA6XC1_Not Available_Primary Tumor
PT_HGWCJDHV	ET_FFDK4P5W	DGD	NA	BS_WAH4KKQ5	NA	NBL, To be classified	NA	PT_HGWCJDHV_ET_FFDK4P5W_Not Available_Progressive
PT_HVCRDJ95	ET_AWW0E9A6	DGD	NA	BS_R91DDK9A	NA	NBL, To be classified	NA	PT_HVCRDJ95_ET_AWW0E9A6_Not Available_Progressive
PT_J01MB51G	ET_DJ152PHW	DGD	NA	BS_9P9DNAHS	NA	NBL, To be classified	NA	PT_J01MB51G_ET_DJ152PHW_Not Available_Primary Tumor
PT_JPBMNESN	ET_C228BTEJ	DGD	NA	BS_JS7G87QP	NA	NBL, To be classified	NA	PT_JPBMNESN_ET_C228BTEJ_Not Available_Primary Tumor
PT_JPFR0046	ET_4Y4A3Y0P	DGD	BS_WD253JB2	NA	NA	NBL, To be classified	NA	PT_JPFR0046_ET_4Y4A3Y0P_Not Available_Recurrence
PT_JPFR0046	ET_AX052MKD	DGD	NA	BS_T88CNJ8A	NA	NBL, To be classified	NA	PT_JPFR0046_ET_AX052MKD_Not Available_Recurrence
PT_JQA14J4Z	ET_39DZBCF4	DGD	NA	BS_9NME41F4	NA	NBL, To be classified	NA	PT_JQA14J4Z_ET_39DZBCF4_Not Available_Primary Tumor
PT_K0YFKQ6V	7316-7085	DGD	BS_YBXM34XV	BS_A05MJ45Y	NA	NBL, To be classified	NA	PT_K0YFKQ6V_7316-7085_Not Available_Initial CNS Tumor
PT_K0YFKQ6V	7316-7085	PBTA	BS_TJ9KW884	NA	NA	NBL, To be classified	NA	PT_K0YFKQ6V_7316-7085_Solid Tissue_Initial CNS Tumor
PT_K0YFKQ6V	ET_A4K76DSF	DGD	NA	BS_9Z1VTWJV	NA	NBL, To be classified	NA	PT_K0YFKQ6V_ET_A4K76DSF_Not Available_Initial CNS Tumor
PT_M7B5AK7P	ET_C7H15JCF	DGD	NA	BS_BZXFZKPE	NA	NBL, To be classified	NA	PT_M7B5AK7P_ET_C7H15JCF_Not Available_Progressive
PT_MRTHX2AQ	7316-23	PBTA	NA	BS_TD1ZEQ7R	BS_5X9HJHRE	NBL, MYCN non-amplified	NA	PT_MRTHX2AQ_7316-23_Solid Tissue_Recurrence
PT_P1290MMP	7316-125	PBTA	NA	BS_G1Y281HX	BS_ZFCXH22E	NBL, MYCN non-amplified	NA	PT_P1290MMP_7316-125_Solid Tissue_Progressive
PT_P6PKT77Y	7316-7741	PBTA	BS_ANFZNMQ4	NA	BS_RF93Q7R6	NBL, To be classified	NA	PT_P6PKT77Y_7316-7741_Solid Tissue_Second Malignancy
PT_PE8M2298	ET_9W56H8D9	DGD	NA	BS_7DQNG6EM	NA	NBL, To be classified	NA	PT_PE8M2298_ET_9W56H8D9_Solid Tissue_Primary Tumor
PT_QHJSYTWJ	7316-8120	PBTA	BS_NT49M4RG	NA	BS_0H9QQRK0	NBL, To be classified	NA	PT_QHJSYTWJ_7316-8120_Solid Tissue_Initial CNS Tumor
PT_QHJSYTWJ	7316-8120	DGD	BS_NQ41MEBX	BS_XBQDMMB3	NA	NBL, To be classified	NA	PT_QHJSYTWJ_7316-8120_Not Available_Initial CNS Tumor
PT_QNHGY3KQ	7316-28	PBTA	BS_24TKY0T9	NA	NA	NBL, To be classified	NA	PT_QNHGY3KQ_7316-28_Solid Tissue_Recurrence
PT_RBCEW1B3	ET_4Z0Y8YHR	DGD	NA	BS_8Y7V5264	NA	NBL, To be classified	NA	PT_RBCEW1B3_ET_4Z0Y8YHR_Not Available_Primary Tumor
PT_RBCEW1B3	ET_5GJA7Q72	DGD	NA	BS_JKR644RJ	NA	NBL, To be classified	NA	PT_RBCEW1B3_ET_5GJA7Q72_Not Available_Progressive
PT_RSVB8R50	ET_6Z42DYPP	DGD	BS_V13B2K9T	NA	NA	NBL, To be classified	NA	PT_RSVB8R50_ET_6Z42DYPP_Not Available_Primary Tumor
PT_RXT6KRR6	7316-3147	PBTA	BS_CK7CPM73	BS_NFRXNAFE	BS_2KYCDB13	NBL, MYCN non-amplified	NA	PT_RXT6KRR6_7316-3147_Solid Tissue_Recurrence
PT_RXT6KRR6	7316-3168	PBTA	BS_68BZ8N6P	BS_NGAWSN7T	NA	NBL, MYCN non-amplified	NA	PT_RXT6KRR6_7316-3168_Solid Tissue_Recurrence
PT_TC6A6TX7	ET_4SC6AA4T	DGD	NA	BS_8P02DSEP	NA	NBL, To be classified	NA	PT_TC6A6TX7_ET_4SC6AA4T_Not Available_Primary Tumor
PT_TMY5EVG3	ET_0QD356EC	DGD	NA	BS_327GE38E	NA	NBL, To be classified	NA	PT_TMY5EVG3_ET_0QD356EC_Not Available_Primary Tumor
PT_TSZV8DK6	ET_FJ2TDG7J	DGD	NA	BS_YTYSPH4Q	NA	NBL, To be classified	NA	PT_TSZV8DK6_ET_FJ2TDG7J_Not Available_Primary Tumor
PT_V5PCYAFJ	ET_FD9T78QE	DGD	NA	BS_2HM4AE24	NA	NBL, To be classified	NA	PT_V5PCYAFJ_ET_FD9T78QE_Not Available_Recurrence
PT_V5PCYAFJ	ET_FD9T78QE	DGD	NA	BS_XV40PE3Q	NA	NBL, To be classified	NA	PT_V5PCYAFJ_ET_FD9T78QE_Not Available_Recurrence
PT_W7FK539G	7316-76	PBTA	BS_25VZM81R	BS_XBQZYS8G	BS_X36SF91S	NBL, MYCN amplified	NA	PT_W7FK539G_7316-76_Solid Tissue_Progressive
PT_WBXV5ZTN	ET_74PMXWSS	DGD	NA	BS_HP3E8Q9A	NA	NBL, To be classified	NA	PT_WBXV5ZTN_ET_74PMXWSS_Solid Tissue_Primary Tumor
PT_XCA58RC8	ET_CZRV043G	DGD	NA	BS_JFFXWZNX	NA	NBL, To be classified	NA	PT_XCA58RC8_ET_CZRV043G_Not Available_Progressive
PT_XN1P30ZC	ET_AAGX4CBE	DGD	NA	BS_0F11M2BJ	NA	NBL, To be classified	NA	PT_XN1P30ZC_ET_AAGX4CBE_Not Available_Recurrence
PT_XN1P30ZC	ET_9KNRBT5Q	DGD	NA	BS_EPXNCYBP	NA	NBL, To be classified	NA	PT_XN1P30ZC_ET_9KNRBT5Q_Not Available_Primary Tumor
PT_Y44DNH44	ET_E5CPBMPG	DGD	NA	BS_7KTGJPVN	NA	NBL, To be classified	NA	PT_Y44DNH44_ET_E5CPBMPG_Not Available_Progressive
PT_Y44DNH44	ET_0N820T72	DGD	NA	BS_G91RJ5XW	NA	NBL, To be classified	NA	PT_Y44DNH44_ET_0N820T72_Not Available_Primary Tumor
PT_Y5YHX20Q	ET_06Q9BSNT	DGD	NA	BS_V8AE965P	NA	NBL, To be classified	NA	PT_Y5YHX20Q_ET_06Q9BSNT_Not Available_Primary Tumor
PT_YNYR9X1H	ET_9RW90T87	DGD	NA	BS_JH6Z7W0J	NA	NBL, To be classified	NA	PT_YNYR9X1H_ET_9RW90T87_Not Available_Primary Tumor
