Kids_First_Participant_ID	sample_id	cohort	Kids_First_Biospecimen_ID_DNA	Kids_First_Biospecimen_ID_RNA	Kids_First_Biospecimen_ID_Methyl	molecular_subtype	molecular_subtype_methyl	match_id
PASREY	01	GMKF	BS_QCP0VAZ7	BS_6Y5F3QGV	TARGET-30-PASREY-01A-01D.M	NBL, MYCN non-amplified	NA	PASREY_01_Solid Tissue_Primary Tumor
PASRFS	01	TARGET	TARGET-30-PASRFS-01A-01D	TARGET-30-PASRFS-01A-01R	TARGET-30-PASRFS-01A-01D.M	NBL, MYCN non-amplified	NA	PASRFS_01_Solid Tissue_Primary Tumor
PASRIB	01	TARGET	TARGET-30-PASRIB-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASRIB_01_Solid Tissue_Primary Tumor
PASRLC	01	TARGET	TARGET-30-PASRLC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASRLC_01_Solid Tissue_Primary Tumor
PASRRY	01	GMKF	BS_CD6KRB1K	BS_GWN2F333	NA	NBL, MYCN non-amplified	NA	PASRRY_01_Solid Tissue_Primary Tumor
PASRSG	01	TARGET	TARGET-30-PASRSG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASRSG_01_Solid Tissue_Primary Tumor
PASRTR	01	GMKF	BS_TS07B3TC	BS_5Z1QJPG6	NA	NBL, MYCN non-amplified	NA	PASRTR_01_Solid Tissue_Primary Tumor
PASRUT	01	GMKF	BS_7ZT919XN	NA	NA	NBL, MYCN non-amplified	NA	PASRUT_01_Solid Tissue_Primary Tumor
PASRWE	01	TARGET	TARGET-30-PASRWE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASRWE_01_Solid Tissue_Primary Tumor
PASSEC	01	TARGET	TARGET-30-PASSEC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASSEC_01_Solid Tissue_Primary Tumor
PASSFD	01	GMKF	BS_MQ6RKJCD	NA	NA	NBL, MYCN non-amplified	NA	PASSFD_01_Solid Tissue_Primary Tumor
PASSGT	01	TARGET	TARGET-30-PASSGT-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASSGT_01_Solid Tissue_Primary Tumor
PASSII	01	TARGET	TARGET-30-PASSII-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASSII_01_Solid Tissue_Primary Tumor
PASSJK	01	TARGET	TARGET-30-PASSJK-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASSJK_01_Solid Tissue_Primary Tumor
PASSMV	01	GMKF	BS_C9YD10Y4	BS_EXEE6TDK	NA	NBL, MYCN non-amplified	NA	PASSMV_01_Solid Tissue_Primary Tumor
PASSNN	01	TARGET	TARGET-30-PASSNN-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASSNN_01_Solid Tissue_Primary Tumor
PASSPI	01	TARGET	TARGET-30-PASSPI-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASSPI_01_Solid Tissue_Primary Tumor
PASSRN	01	TARGET	TARGET-30-PASSRN-01A-01D	TARGET-30-PASSRN-01A-01R	TARGET-30-PASSRN-01A-01D.M	NBL, MYCN amplified	NA	PASSRN_01_Solid Tissue_Primary Tumor
PASSRS	01	TARGET	TARGET-30-PASSRS-01A-01D	TARGET-30-PASSRS-01A-01R	TARGET-30-PASSRS-01A-01D.M	NBL, MYCN non-amplified	NA	PASSRS_01_Solid Tissue_Primary Tumor
PASSUU	01	TARGET	TARGET-30-PASSUU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASSUU_01_Solid Tissue_Primary Tumor
PASSWB	01	TARGET	TARGET-30-PASSWB-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASSWB_01_Solid Tissue_Primary Tumor
PASSWW	01	GMKF	BS_8S0EDFTP	BS_K9VNW7JD	TARGET-30-PASSWW-01A-01D.M	NBL, MYCN non-amplified	NA	PASSWW_01_Solid Tissue_Primary Tumor
PASSWW	01	GMKF	BS_8S0EDFTP	TARGET-30-PASSWW-01A-01R	TARGET-30-PASSWW-01A-01D.M	NBL, MYCN non-amplified	NA	PASSWW_01_Solid Tissue_Primary Tumor
PASSXA	01	TARGET	TARGET-30-PASSXA-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASSXA_01_Solid Tissue_Primary Tumor
PASSZI	01	GMKF	BS_X6BEG5J1	NA	NA	NBL, MYCN non-amplified	NA	PASSZI_01_Solid Tissue_Primary Tumor
PASSZI	01	TARGET	TARGET-30-PASSZI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASSZI_01_Solid Tissue_Primary Tumor
PASTCN	01	TARGET	TARGET-30-PASTCN-01A-01D	TARGET-30-PASTCN-01A-01R	TARGET-30-PASTCN-01A-01D.M	NBL, MYCN non-amplified	NA	PASTCN_01_Solid Tissue_Primary Tumor
PASTDT	01	TARGET	TARGET-30-PASTDT-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASTDT_01_Solid Tissue_Primary Tumor
PASTGD	01	TARGET	TARGET-30-PASTGD-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASTGD_01_Solid Tissue_Primary Tumor
PASTGH	09	TARGET	TARGET-30-PASTGH-09A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASTGH_09_Bone Marrow_Primary Tumor
PASTHB	01	GMKF	BS_CG9KDK95	NA	NA	NBL, MYCN non-amplified	NA	PASTHB_01_Solid Tissue_Primary Tumor
PASTHF	01	TARGET	TARGET-30-PASTHF-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASTHF_01_Solid Tissue_Primary Tumor
PASTIJ	01	TARGET	TARGET-30-PASTIJ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASTIJ_01_Solid Tissue_Primary Tumor
PASTKC	01	TARGET	TARGET-30-PASTKC-01A-01D	TARGET-30-PASTKC-01A-01R	TARGET-30-PASTKC-01A-01D.M	NBL, MYCN non-amplified	NA	PASTKC_01_Solid Tissue_Primary Tumor
PASTKW	01	TARGET	TARGET-30-PASTKW-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASTKW_01_Solid Tissue_Primary Tumor
PASTMW	09	TARGET	TARGET-30-PASTMW-09A-01D	NA	NA	NBL, MYCN amplified	NA	PASTMW_09_Bone Marrow_Primary Tumor
PASTNT	01	TARGET	TARGET-30-PASTNT-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASTNT_01_Solid Tissue_Primary Tumor
PASTRD	01	GMKF	BS_RQZZ6T97	BS_S01DMJ5X	NA	NBL, MYCN non-amplified	NA	PASTRD_01_Solid Tissue_Primary Tumor
PASTSI	01	TARGET	TARGET-30-PASTSI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASTSI_01_Solid Tissue_Primary Tumor
PASTSY	01	TARGET	TARGET-30-PASTSY-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASTSY_01_Solid Tissue_Primary Tumor
PASTTX	01	TARGET	TARGET-30-PASTTX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASTTX_01_Solid Tissue_Primary Tumor
PASTVV	01	GMKF	BS_MYVQ8YDT	NA	NA	NBL, MYCN non-amplified	NA	PASTVV_01_Solid Tissue_Primary Tumor
PASTWV	01	GMKF	BS_A11S37GE	NA	NA	NBL, MYCN non-amplified	NA	PASTWV_01_Solid Tissue_Primary Tumor
PASTWY	01	GMKF	BS_C3KT9THS	BS_8EX2H96N	NA	NBL, MYCN non-amplified	NA	PASTWY_01_Solid Tissue_Primary Tumor
PASTWY	01	TARGET	TARGET-30-PASTWY-01A-01D	BS_8EX2H96N	NA	NBL, MYCN non-amplified	NA	PASTWY_01_Solid Tissue_Primary Tumor
PASTXR	01	TARGET	TARGET-30-PASTXR-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASTXR_01_Solid Tissue_Primary Tumor
PASTXV	01	TARGET	TARGET-30-PASTXV-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASTXV_01_Solid Tissue_Primary Tumor
PASTZR	01	GMKF	BS_PS8TB6Z0	BS_HA1N9VCX	NA	NBL, MYCN non-amplified	NA	PASTZR_01_Solid Tissue_Primary Tumor
PASUCB	01	TARGET	TARGET-30-PASUCB-01A-01D	TARGET-30-PASUCB-01A-01R	TARGET-30-PASUCB-01A-01D.M	NBL, MYCN non-amplified	NA	PASUCB_01_Solid Tissue_Primary Tumor
PASUCU	01	GMKF	BS_FAEHNS3Q	BS_4JVC08W2	NA	NBL, MYCN non-amplified	NA	PASUCU_01_Solid Tissue_Primary Tumor
PASUCU	01	TARGET	TARGET-30-PASUCU-01A-01D	BS_4JVC08W2	NA	NBL, MYCN non-amplified	NA	PASUCU_01_Solid Tissue_Primary Tumor
PASUEA	01	TARGET	TARGET-30-PASUEA-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASUEA_01_Solid Tissue_Primary Tumor
PASUEZ	01	GMKF	BS_9ND96NYZ	BS_MDEQHB6J	NA	NBL, MYCN non-amplified	NA	PASUEZ_01_Solid Tissue_Primary Tumor
PASUEZ	01	TARGET	TARGET-30-PASUEZ-01A-01D	BS_MDEQHB6J	NA	NBL, MYCN non-amplified	NA	PASUEZ_01_Solid Tissue_Primary Tumor
PASUFD	01	GMKF	BS_Y4V9JXG4	BS_2XTH5QRD	NA	NBL, MYCN non-amplified	NA	PASUFD_01_Solid Tissue_Primary Tumor
PASUFL	01	TARGET	TARGET-30-PASUFL-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASUFL_01_Solid Tissue_Primary Tumor
PASUMG	01	GMKF	BS_WSK7MH3C	NA	NA	NBL, MYCN amplified	NA	PASUMG_01_Solid Tissue_Primary Tumor
PASUMG	01	TARGET	TARGET-30-PASUMG-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASUMG_01_Solid Tissue_Primary Tumor
PASUMK	01	GMKF	BS_9CPZ5R1T	BS_RW0JJ9BQ	NA	NBL, MYCN non-amplified	NA	PASUMK_01_Solid Tissue_Primary Tumor
PASUML	01	TARGET	NA	TARGET-30-PASUML-01A-01R	TARGET-30-PASUML-01A-01D.M	NBL, MYCN non-amplified	NA	PASUML_01_Solid Tissue_Primary Tumor
PASUTC	01	TARGET	TARGET-30-PASUTC-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASUTC_01_Solid Tissue_Primary Tumor
PASUTC	01	GMKF	BS_B80Z459E	NA	NA	NBL, MYCN amplified	NA	PASUTC_01_Solid Tissue_Primary Tumor
PASUVU	01	GMKF	BS_9PRG9CJC	BS_MGHRCZEV	NA	NBL, MYCN non-amplified	NA	PASUVU_01_Solid Tissue_Primary Tumor
PASUXH	01	TARGET	TARGET-30-PASUXH-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASUXH_01_Solid Tissue_Primary Tumor
PASUYG	01	TARGET	TARGET-30-PASUYG-01A-01D	TARGET-30-PASUYG-01A-01R	TARGET-30-PASUYG-01A-01D.M	NBL, MYCN non-amplified	NA	PASUYG_01_Solid Tissue_Primary Tumor
PASUYL	01	TARGET	TARGET-30-PASUYL-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASUYL_01_Solid Tissue_Primary Tumor
PASVCU	01	GMKF	BS_9G2RB0V8	NA	NA	NBL, MYCN non-amplified	NA	PASVCU_01_Solid Tissue_Primary Tumor
PASVKE	01	TARGET	TARGET-30-PASVKE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASVKE_01_Solid Tissue_Primary Tumor
PASVKL	09	TARGET	TARGET-30-PASVKL-09A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASVKL_09_Bone Marrow_Primary Tumor
PASVRU	01	TARGET	TARGET-30-PASVRU-01A-01D	TARGET-30-PASVRU-01A-01R	TARGET-30-PASVRU-01A-01D.M	NBL, MYCN amplified	NA	PASVRU_01_Solid Tissue_Primary Tumor
PASVSU	09	TARGET	TARGET-30-PASVSU-09A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASVSU_09_Bone Marrow_Primary Tumor
PASVWG	01	TARGET	TARGET-30-PASVWG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASVWG_01_Solid Tissue_Primary Tumor
PASVXS	01	GMKF	BS_2SFR8Z1P	BS_8T0AKNMJ	NA	NBL, MYCN non-amplified	NA	PASVXS_01_Solid Tissue_Primary Tumor
PASVYV	01	GMKF	BS_QDMDQ3E3	BS_T4KS08ND	NA	NBL, MYCN non-amplified	NA	PASVYV_01_Solid Tissue_Primary Tumor
PASVYV	01	TARGET	TARGET-30-PASVYV-01A-01D	BS_T4KS08ND	NA	NBL, MYCN non-amplified	NA	PASVYV_01_Solid Tissue_Primary Tumor
PASWAU	01	TARGET	TARGET-30-PASWAU-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASWAU_01_Solid Tissue_Primary Tumor
PASWCY	01	TARGET	TARGET-30-PASWCY-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASWCY_01_Solid Tissue_Primary Tumor
PASWEE	01	GMKF	BS_APY3G22J	BS_A70FPYSH	NA	NBL, MYCN non-amplified	NA	PASWEE_01_Solid Tissue_Primary Tumor
PASWFB	01	TARGET	TARGET-30-PASWFB-01A-01D	TARGET-30-PASWFB-01A-01R	TARGET-30-PASWFB-01A-01D.M	NBL, MYCN amplified	NA	PASWFB_01_Solid Tissue_Primary Tumor
PASWIJ	01	TARGET	TARGET-30-PASWIJ-01A-01D	TARGET-30-PASWIJ-01A-01R	TARGET-30-PASWIJ-01A-01D.M	NBL, MYCN non-amplified	NA	PASWIJ_01_Solid Tissue_Primary Tumor
PASWKI	01	TARGET	TARGET-30-PASWKI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASWKI_01_Solid Tissue_Primary Tumor
PASWLY	01	TARGET	TARGET-30-PASWLY-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASWLY_01_Solid Tissue_Primary Tumor
PASWMY	01	GMKF	BS_TT4PHFV7	BS_3CTRC269	NA	NBL, MYCN non-amplified	NA	PASWMY_01_Solid Tissue_Primary Tumor
PASWNG	01	TARGET	TARGET-30-PASWNG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASWNG_01_Solid Tissue_Primary Tumor
PASWSZ	01	TARGET	TARGET-30-PASWSZ-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASWSZ_01_Solid Tissue_Primary Tumor
PASWVD	01	TARGET	TARGET-30-PASWVD-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASWVD_01_Solid Tissue_Primary Tumor
PASWVE	01	TARGET	TARGET-30-PASWVE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASWVE_01_Solid Tissue_Primary Tumor
PASWVY	01	TARGET	TARGET-30-PASWVY-01A-01D	TARGET-30-PASWVY-01A-01R	TARGET-30-PASWVY-01A-01D.M	NBL, MYCN non-amplified	NA	PASWVY_01_Solid Tissue_Primary Tumor
PASWXG	01	GMKF	BS_R13WNSAR	BS_GMH5C45K	NA	NBL, MYCN amplified	NA	PASWXG_01_Solid Tissue_Primary Tumor
PASWXG	01	TARGET	TARGET-30-PASWXG-01A-01D	BS_GMH5C45K	NA	NBL, MYCN amplified	NA	PASWXG_01_Solid Tissue_Primary Tumor
PASWYR	01	TARGET	TARGET-30-PASWYR-01A-01D	BS_MPE34NYZ	TARGET-30-PASWYR-01A-01D.M	NBL, MYCN amplified	NA	PASWYR_01_Solid Tissue_Primary Tumor
PASWYR	01	TARGET	TARGET-30-PASWYR-01A-01D	TARGET-30-PASWYR-01A-01R	TARGET-30-PASWYR-01A-01D.M	NBL, MYCN amplified	NA	PASWYR_01_Solid Tissue_Primary Tumor
PASWYR	01	GMKF	BS_8XDZQKSD	NA	TARGET-30-PASWYR-01A-01D.M	NBL, MYCN amplified	NA	PASWYR_01_Solid Tissue_Primary Tumor
PASXCG	01	TARGET	TARGET-30-PASXCG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASXCG_01_Solid Tissue_Primary Tumor
PASXGP	01	TARGET	TARGET-30-PASXGP-01A-01D	TARGET-30-PASXGP-01A-01R	TARGET-30-PASXGP-01A-01D.M	NBL, MYCN non-amplified	NA	PASXGP_01_Solid Tissue_Primary Tumor
PASXHE	01	GMKF	BS_V4VGG98Y	BS_EZRVK9ZQ	TARGET-30-PASXHE-01A-01D.M	NBL, MYCN non-amplified	NA	PASXHE_01_Solid Tissue_Primary Tumor
PASXHE	01	GMKF	BS_V4VGG98Y	TARGET-30-PASXHE-01A-01R	TARGET-30-PASXHE-01A-01D.M	NBL, MYCN non-amplified	NA	PASXHE_01_Solid Tissue_Primary Tumor
PASXHE	01	TARGET	TARGET-30-PASXHE-01A-01D	BS_EZRVK9ZQ	TARGET-30-PASXHE-01A-01D.M	NBL, MYCN non-amplified	NA	PASXHE_01_Solid Tissue_Primary Tumor
PASXHE	01	TARGET	TARGET-30-PASXHE-01A-01D	TARGET-30-PASXHE-01A-01R	TARGET-30-PASXHE-01A-01D.M	NBL, MYCN non-amplified	NA	PASXHE_01_Solid Tissue_Primary Tumor
PASXIE	01	GMKF	BS_2N95EW0G	BS_9TKGBJH7	TARGET-30-PASXIE-01A-01D.M	NBL, MYCN amplified	NA	PASXIE_01_Solid Tissue_Primary Tumor
PASXIE	01	GMKF	BS_2N95EW0G	TARGET-30-PASXIE-01A-01R	TARGET-30-PASXIE-01A-01D.M	NBL, MYCN amplified	NA	PASXIE_01_Solid Tissue_Primary Tumor
PASXIE	01	TARGET	TARGET-30-PASXIE-01A-01D	NA	TARGET-30-PASXIE-01A-01D.M	NBL, MYCN amplified	NA	PASXIE_01_Solid Tissue_Primary Tumor
PASXMI	09	TARGET	TARGET-30-PASXMI-09A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASXMI_09_Bone Marrow_Primary Tumor
PASXNN	01	TARGET	TARGET-30-PASXNN-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASXNN_01_Solid Tissue_Primary Tumor
PASXRG	01	TARGET	TARGET-30-PASXRG-01A-01D	BS_9JBYGRQW	TARGET-30-PASXRG-01A-01D.M	NBL, MYCN amplified	NA	PASXRG_01_Solid Tissue_Primary Tumor
PASXRG	01	TARGET	TARGET-30-PASXRG-01A-01D	TARGET-30-PASXRG-01A-01R	TARGET-30-PASXRG-01A-01D.M	NBL, MYCN amplified	NA	PASXRG_01_Solid Tissue_Primary Tumor
PASXRG	01	GMKF	BS_P6FPBJM8	NA	TARGET-30-PASXRG-01A-01D.M	NBL, MYCN amplified	NA	PASXRG_01_Solid Tissue_Primary Tumor
PASXRJ	01	TARGET	TARGET-30-PASXRJ-01A-01D	BS_1BKHK7AY	TARGET-30-PASXRJ-01A-01D.M	NBL, MYCN non-amplified	NA	PASXRJ_01_Solid Tissue_Primary Tumor
PASXRJ	01	TARGET	TARGET-30-PASXRJ-01A-01D	TARGET-30-PASXRJ-01A-01R	TARGET-30-PASXRJ-01A-01D.M	NBL, MYCN non-amplified	NA	PASXRJ_01_Solid Tissue_Primary Tumor
PASXRJ	01	GMKF	BS_KXRFQF5N	NA	TARGET-30-PASXRJ-01A-01D.M	NBL, MYCN non-amplified	NA	PASXRJ_01_Solid Tissue_Primary Tumor
PASXSJ	01	GMKF	BS_9ZDR2H7D	BS_XZQE9FBM	NA	NBL, MYCN amplified	NA	PASXSJ_01_Solid Tissue_Primary Tumor
PASXVW	01	GMKF	BS_4G4PK2D4	NA	NA	NBL, MYCN non-amplified	NA	PASXVW_01_Solid Tissue_Primary Tumor
PASXWF	01	GMKF	BS_SPGHWHXY	BS_CD6WEHG9	NA	NBL, MYCN non-amplified	NA	PASXWF_01_Solid Tissue_Primary Tumor
PASYHS	01	GMKF	BS_H68W3CE8	NA	NA	NBL, MYCN non-amplified	NA	PASYHS_01_Solid Tissue_Primary Tumor
PASYIP	01	GMKF	BS_XH6P7BY8	NA	NA	NBL, MYCN amplified	NA	PASYIP_01_Solid Tissue_Primary Tumor
PASYIP	01	TARGET	TARGET-30-PASYIP-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASYIP_01_Solid Tissue_Primary Tumor
PASYJF	01	GMKF	BS_SGRCCAVT	NA	NA	NBL, MYCN non-amplified	NA	PASYJF_01_Solid Tissue_Primary Tumor
PASYJF	01	TARGET	TARGET-30-PASYJF-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASYJF_01_Solid Tissue_Primary Tumor
PASYLD	01	TARGET	TARGET-30-PASYLD-01A-01D	NA	TARGET-30-PASYLD-01A-01D.M	NBL, MYCN non-amplified	NA	PASYLD_01_Solid Tissue_Primary Tumor
PASYMX	01	TARGET	TARGET-30-PASYMX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASYMX_01_Solid Tissue_Primary Tumor
PASYPX	01	TARGET	TARGET-30-PASYPX-01A-01D	TARGET-30-PASYPX-01A-01R	TARGET-30-PASYPX-01A-01D.M	NBL, MYCN non-amplified	NA	PASYPX_01_Solid Tissue_Primary Tumor
PASYTP	01	TARGET	TARGET-30-PASYTP-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASYTP_01_Solid Tissue_Primary Tumor
PASYVV	01	GMKF	BS_B4GBBM0J	NA	NA	NBL, MYCN non-amplified	NA	PASYVV_01_Solid Tissue_Primary Tumor
PASYYM	01	TARGET	TARGET-30-PASYYM-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASYYM_01_Solid Tissue_Primary Tumor
PASYYX	01	TARGET	TARGET-30-PASYYX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASYYX_01_Solid Tissue_Primary Tumor
PASYYZ	01	GMKF	BS_XQSEQPAZ	BS_EPZ2H50J	NA	NBL, MYCN non-amplified	NA	PASYYZ_01_Solid Tissue_Primary Tumor
PASZFX	01	TARGET	TARGET-30-PASZFX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASZFX_01_Solid Tissue_Primary Tumor
PASZGB	01	TARGET	TARGET-30-PASZGB-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASZGB_01_Solid Tissue_Primary Tumor
PASZJB	01	GMKF	BS_ZRG2V7T2	BS_CXGWN1W5	NA	NBL, MYCN non-amplified	NA	PASZJB_01_Solid Tissue_Primary Tumor
PASZJB	01	TARGET	TARGET-30-PASZJB-01A-01D	BS_CXGWN1W5	NA	NBL, MYCN non-amplified	NA	PASZJB_01_Solid Tissue_Primary Tumor
PASZKE	01	GMKF	NA	BS_XPTREBJD	TARGET-30-PASZKE-01A-01D.M	NBL, MYCN non-amplified	NA	PASZKE_01_Solid Tissue_Primary Tumor
PASZKE	01	TARGET	NA	TARGET-30-PASZKE-01A-01R	TARGET-30-PASZKE-01A-01D.M	NBL, MYCN non-amplified	NA	PASZKE_01_Solid Tissue_Primary Tumor
PASZPI	01	TARGET	TARGET-30-PASZPI-01A-01D	TARGET-30-PASZPI-01A-01R	NA	NBL, MYCN amplified	NA	PASZPI_01_Solid Tissue_Primary Tumor
PASZRF	01	GMKF	BS_Y9BHAPG3	BS_FRY5NFRY	NA	NBL, MYCN non-amplified	NA	PASZRF_01_Solid Tissue_Primary Tumor
PASZST	01	TARGET	TARGET-30-PASZST-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASZST_01_Solid Tissue_Primary Tumor
PASZTC	01	GMKF	BS_DGV11G69	BS_RZEEJETF	NA	NBL, MYCN non-amplified	NA	PASZTC_01_Solid Tissue_Primary Tumor
PASZTV	01	TARGET	TARGET-30-PASZTV-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PASZTV_01_Solid Tissue_Primary Tumor
PASZYY	01	GMKF	BS_BHKAK446	NA	NA	NBL, MYCN amplified	NA	PASZYY_01_Solid Tissue_Primary Tumor
PASZYY	01	TARGET	TARGET-30-PASZYY-01A-01D	NA	NA	NBL, MYCN amplified	NA	PASZYY_01_Solid Tissue_Primary Tumor
PATAAV	01	GMKF	BS_PKHXM1NB	BS_XJDB3R9K	NA	NBL, MYCN non-amplified	NA	PATAAV_01_Solid Tissue_Primary Tumor
PATAAV	01	TARGET	TARGET-30-PATAAV-01A-01D	BS_XJDB3R9K	NA	NBL, MYCN non-amplified	NA	PATAAV_01_Solid Tissue_Primary Tumor
PATACA	01	TARGET	TARGET-30-PATACA-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATACA_01_Solid Tissue_Primary Tumor
PATAFE	01	TARGET	TARGET-30-PATAFE-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATAFE_01_Solid Tissue_Primary Tumor
PATAFI	01	TARGET	TARGET-30-PATAFI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATAFI_01_Solid Tissue_Primary Tumor
PATAKH	01	TARGET	TARGET-30-PATAKH-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATAKH_01_Solid Tissue_Primary Tumor
PATAYJ	01	TARGET	NA	TARGET-30-PATAYJ-01A-01R	TARGET-30-PATAYJ-01A-01D.M	NBL, MYCN non-amplified	NA	PATAYJ_01_Solid Tissue_Primary Tumor
PATBAC	01	TARGET	TARGET-30-PATBAC-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATBAC_01_Solid Tissue_Primary Tumor
PATBBF	01	GMKF	BS_S0T1WT6R	NA	NA	NBL, MYCN non-amplified	NA	PATBBF_01_Solid Tissue_Primary Tumor
PATBCM	01	GMKF	BS_W09W6AAS	BS_FE3BY6DT	NA	NBL, MYCN non-amplified	NA	PATBCM_01_Solid Tissue_Primary Tumor
PATBFN	01	GMKF	BS_HCWEF4QN	BS_Z3BZ01S1	NA	NBL, MYCN non-amplified	NA	PATBFN_01_Solid Tissue_Primary Tumor
PATBGF	01	GMKF	BS_7W42FH5A	BS_M462FWS9	NA	NBL, MYCN non-amplified	NA	PATBGF_01_Solid Tissue_Primary Tumor
PATBHY	01	TARGET	TARGET-30-PATBHY-01A-01D	BS_NQP7B1SY	NA	NBL, MYCN non-amplified	NA	PATBHY_01_Solid Tissue_Primary Tumor
PATBJI	01	TARGET	TARGET-30-PATBJI-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATBJI_01_Solid Tissue_Primary Tumor
PATBKX	01	TARGET	TARGET-30-PATBKX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATBKX_01_Solid Tissue_Primary Tumor
PATBLZ	01	GMKF	BS_7S8KSFRC	NA	NA	NBL, MYCN non-amplified	NA	PATBLZ_01_Solid Tissue_Primary Tumor
PATBMM	01	TARGET	TARGET-30-PATBMM-01A-01D	BS_3DJBSNGE	TARGET-30-PATBMM-01A-01D.M	NBL, MYCN non-amplified	NA	PATBMM_01_Solid Tissue_Primary Tumor
PATBMM	01	TARGET	TARGET-30-PATBMM-01A-01D	TARGET-30-PATBMM-01A-01R	TARGET-30-PATBMM-01A-01D.M	NBL, MYCN non-amplified	NA	PATBMM_01_Solid Tissue_Primary Tumor
PATBMM	01	GMKF	BS_D7442ACV	NA	TARGET-30-PATBMM-01A-01D.M	NBL, MYCN non-amplified	NA	PATBMM_01_Solid Tissue_Primary Tumor
PATBPG	01	TARGET	TARGET-30-PATBPG-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATBPG_01_Solid Tissue_Primary Tumor
PATBRX	01	TARGET	TARGET-30-PATBRX-01A-01D	NA	NA	NBL, MYCN non-amplified	NA	PATBRX_01_Solid Tissue_Primary Tumor
PATCDJ	01	TARGET	TARGET-30-PATCDJ-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATCDJ_01_Solid Tissue_Primary Tumor
PATCEM	01	TARGET	TARGET-30-PATCEM-01A-01D	NA	NA	NBL, MYCN amplified	NA	PATCEM_01_Solid Tissue_Primary Tumor
